YEAR,MONTH,DATE,GRADE,PRICE_PER_KG,MARKET,STATE,DISTRICT,VOLUME_TONNES,TREND,MIN_PRICE,MAX_PRICE,OPEN_PRICE,CLOSE_PRICE
2019,1,2019-01-15,RSS-4,125.80,Kottayam,Kerala,Kottayam,11200,Rising,123.50,128.10,123.00,125.80
2019,2,2019-02-15,RSS-4,128.40,Kottayam,Kerala,Kottayam,10000,Rising,126.10,130.70,126.30,128.40
2019,3,2019-03-15,RSS-4,132.70,Kottayam,Kerala,Kottayam,9000,Rising,130.40,135.00,128.90,132.70
2019,4,2019-04-15,RSS-4,138.50,Kottayam,Kerala,Kottayam,8000,Rising,136.20,140.80,133.20,138.50
2019,5,2019-05-15,RSS-4,135.30,Kottayam,Kerala,Kottayam,7200,Falling,133.00,137.60,138.00,135.30
2019,6,2019-06-15,RSS-4,128.60,Kottayam,Kerala,Kottayam,6200,Falling,126.30,130.90,134.80,128.60
2019,7,2019-07-15,RSS-4,122.40,Kottayam,Kerala,Kottayam,5800,Falling,120.10,124.70,128.10,122.40
2019,8,2019-08-15,RSS-4,118.70,Kottayam,Kerala,Kottayam,6000,Falling,116.40,121.00,121.90,118.70
2019,9,2019-09-15,RSS-4,125.30,Kottayam,Kerala,Kottayam,7200,Rising,123.00,127.60,119.20,125.30
2019,10,2019-10-15,RSS-4,132.50,Kottayam,Kerala,Kottayam,8800,Rising,130.20,134.80,125.80,132.50
2019,11,2019-11-15,RSS-4,138.80,Kottayam,Kerala,Kottayam,10200,Rising,136.50,141.10,133.00,138.80
2019,12,2019-12-15,RSS-4,142.40,Kottayam,Kerala,Kottayam,11500,Rising,140.10,144.70,139.30,142.40
2020,1,2020-01-15,RSS-4,138.60,Kottayam,Kerala,Kottayam,11000,Falling,136.30,140.90,141.90,138.60
2020,2,2020-02-15,RSS-4,135.30,Kottayam,Kerala,Kottayam,10000,Falling,133.00,137.60,138.10,135.30
2020,3,2020-03-15,RSS-4,118.50,Kottayam,Kerala,Kottayam,7500,Falling,116.20,120.80,134.80,118.50
2020,4,2020-04-15,RSS-4,105.70,Kottayam,Kerala,Kottayam,4500,Falling,103.40,108.00,118.00,105.70
2020,5,2020-05-15,RSS-4,112.40,Kottayam,Kerala,Kottayam,5200,Rising,110.10,114.70,106.20,112.40
2020,6,2020-06-15,RSS-4,118.80,Kottayam,Kerala,Kottayam,5800,Rising,116.50,121.10,112.90,118.80
2020,7,2020-07-15,RSS-4,125.30,Kottayam,Kerala,Kottayam,6200,Rising,123.00,127.60,119.30,125.30
2020,8,2020-08-15,RSS-4,132.60,Kottayam,Kerala,Kottayam,6800,Rising,130.30,134.90,125.80,132.60
2020,9,2020-09-15,RSS-4,138.40,Kottayam,Kerala,Kottayam,7500,Rising,136.10,140.70,133.10,138.40
2020,10,2020-10-15,RSS-4,145.70,Kottayam,Kerala,Kottayam,8500,Rising,143.40,148.00,138.90,145.70
2020,11,2020-11-15,RSS-4,152.30,Kottayam,Kerala,Kottayam,9800,Rising,150.00,154.60,146.20,152.30
2020,12,2020-12-15,RSS-4,158.60,Kottayam,Kerala,Kottayam,11000,Rising,156.30,160.90,152.80,158.60
2021,1,2021-01-15,RSS-4,165.40,Kottayam,Kerala,Kottayam,10800,Rising,163.10,167.70,159.10,165.40
2021,2,2021-02-15,RSS-4,172.80,Kottayam,Kerala,Kottayam,9800,Rising,170.50,175.10,165.90,172.80
2021,3,2021-03-15,RSS-4,178.50,Kottayam,Kerala,Kottayam,8800,Rising,176.20,180.80,173.30,178.50
2021,4,2021-04-15,RSS-4,168.30,Kottayam,Kerala,Kottayam,7800,Falling,166.00,170.60,178.00,168.30
2021,5,2021-05-15,RSS-4,158.70,Kottayam,Kerala,Kottayam,7000,Falling,156.40,161.00,167.80,158.70
2021,6,2021-06-15,RSS-4,152.40,Kottayam,Kerala,Kottayam,6200,Falling,150.10,154.70,158.20,152.40
2021,7,2021-07-15,RSS-4,148.60,Kottayam,Kerala,Kottayam,5800,Falling,146.30,150.90,151.90,148.60
2021,8,2021-08-15,RSS-4,155.30,Kottayam,Kerala,Kottayam,6200,Rising,153.00,157.60,149.10,155.30
2021,9,2021-09-15,RSS-4,162.70,Kottayam,Kerala,Kottayam,7200,Rising,160.40,165.00,155.80,162.70
2021,10,2021-10-15,RSS-4,168.40,Kottayam,Kerala,Kottayam,8500,Rising,166.10,170.70,163.20,168.40
2021,11,2021-11-15,RSS-4,175.80,Kottayam,Kerala,Kottayam,9800,Rising,173.50,178.10,168.90,175.80
2021,12,2021-12-15,RSS-4,182.30,Kottayam,Kerala,Kottayam,11000,Rising,180.00,184.60,176.30,182.30
2022,1,2022-01-15,RSS-4,178.60,Kottayam,Kerala,Kottayam,10800,Falling,176.30,180.90,181.80,178.60
2022,2,2022-02-15,RSS-4,172.40,Kottayam,Kerala,Kottayam,9800,Falling,170.10,174.70,178.10,172.40
2022,3,2022-03-15,RSS-4,168.70,Kottayam,Kerala,Kottayam,8800,Falling,166.40,171.00,171.90,168.70
2022,4,2022-04-15,RSS-4,175.30,Kottayam,Kerala,Kottayam,7800,Rising,173.00,177.60,169.20,175.30
2022,5,2022-05-15,RSS-4,182.60,Kottayam,Kerala,Kottayam,7000,Rising,180.30,184.90,175.80,182.60
2022,6,2022-06-15,RSS-4,178.40,Kottayam,Kerala,Kottayam,6200,Falling,176.10,180.70,182.10,178.40
2022,7,2022-07-15,RSS-4,172.50,Kottayam,Kerala,Kottayam,5800,Falling,170.20,174.80,177.90,172.50
2022,8,2022-08-15,RSS-4,165.80,Kottayam,Kerala,Kottayam,6200,Falling,163.50,168.10,172.00,165.80
2022,9,2022-09-15,RSS-4,158.30,Kottayam,Kerala,Kottayam,7200,Falling,156.00,160.60,165.30,158.30
2022,10,2022-10-15,RSS-4,152.70,Kottayam,Kerala,Kottayam,8500,Falling,150.40,155.00,157.80,152.70
2022,11,2022-11-15,RSS-4,148.40,Kottayam,Kerala,Kottayam,9800,Falling,146.10,150.70,152.20,148.40
2022,12,2022-12-15,RSS-4,145.60,Kottayam,Kerala,Kottayam,11000,Falling,143.30,147.90,147.90,145.60
2023,1,2023-01-15,RSS-4,148.30,Kottayam,Kerala,Kottayam,10800,Rising,146.00,150.60,146.10,148.30
2023,2,2023-02-15,RSS-4,152.70,Kottayam,Kerala,Kottayam,9800,Rising,150.40,155.00,148.80,152.70
2023,3,2023-03-15,RSS-4,158.40,Kottayam,Kerala,Kottayam,8800,Rising,156.10,160.70,153.20,158.40
2023,4,2023-04-15,RSS-4,165.80,Kottayam,Kerala,Kottayam,7800,Rising,163.50,168.10,158.90,165.80
2023,5,2023-05-15,RSS-4,172.30,Kottayam,Kerala,Kottayam,7000,Rising,170.00,174.60,166.30,172.30
2023,6,2023-06-15,RSS-4,168.50,Kottayam,Kerala,Kottayam,6200,Falling,166.20,170.80,171.80,168.50
2023,7,2023-07-15,RSS-4,162.70,Kottayam,Kerala,Kottayam,5800,Falling,160.40,165.00,168.00,162.70
2023,8,2023-08-15,RSS-4,158.40,Kottayam,Kerala,Kottayam,6200,Falling,156.10,160.70,162.20,158.40
2023,9,2023-09-15,RSS-4,165.30,Kottayam,Kerala,Kottayam,7200,Rising,163.00,167.60,158.90,165.30
2023,10,2023-10-15,RSS-4,172.60,Kottayam,Kerala,Kottayam,8500,Rising,170.30,174.90,165.80,172.60
2023,11,2023-11-15,RSS-4,178.40,Kottayam,Kerala,Kottayam,9800,Rising,176.10,180.70,173.10,178.40
2023,12,2023-12-15,RSS-4,182.70,Kottayam,Kerala,Kottayam,11000,Rising,180.40,185.00,178.90,182.70
2024,1,2024-01-15,RSS-4,185.30,Kottayam,Kerala,Kottayam,10800,Rising,183.00,187.60,183.20,185.30
2024,1,2024-01-15,RSS-3,193.40,Kottayam,Kerala,Kottayam,2800,Rising,191.10,195.70,191.30,193.40
2024,1,2024-01-15,RSS-5,178.50,Kottayam,Kerala,Kottayam,1500,Rising,176.30,180.70,176.40,178.50
2024,1,2024-01-15,ISNR-20,175.30,Kottayam,Kerala,Kottayam,1800,Rising,173.10,177.50,173.20,175.30
2024,1,2024-01-15,Latex,199.40,Kottayam,Kerala,Kottayam,3400,Rising,197.10,201.70,197.30,199.40
2024,1,2024-01-15,RSS-4,183.80,Changanacherry,Kerala,Kottayam,3600,Rising,181.50,186.10,181.70,183.80
2024,1,2024-01-15,RSS-4,183.40,Palai,Kerala,Idukki,3200,Rising,181.10,185.70,181.30,183.40
2024,1,2024-01-15,RSS-4,184.00,Thodupuzha,Kerala,Idukki,3000,Rising,181.70,186.30,181.90,184.00
2024,1,2024-01-15,RSS-4,185.80,Kochi,Kerala,Ernakulam,5200,Rising,183.50,188.10,183.70,185.80
2024,1,2024-01-15,RSS-4,183.00,Thrissur,Kerala,Thrissur,2700,Rising,180.70,185.30,180.90,183.00
2024,1,2024-01-15,RSS-4,182.30,Kozhikode,Kerala,Kozhikode,2200,Rising,180.00,184.60,180.20,182.30
2024,2,2024-02-15,RSS-4,188.60,Kottayam,Kerala,Kottayam,9800,Rising,186.30,190.90,185.80,188.60
2024,2,2024-02-15,RSS-3,196.70,Kottayam,Kerala,Kottayam,2600,Rising,194.40,199.00,193.90,196.70
2024,2,2024-02-15,RSS-5,181.80,Kottayam,Kerala,Kottayam,1400,Rising,179.60,184.00,179.00,181.80
2024,2,2024-02-15,ISNR-20,178.60,Kottayam,Kerala,Kottayam,1700,Rising,176.40,180.80,175.80,178.60
2024,2,2024-02-15,Latex,202.70,Kottayam,Kerala,Kottayam,3200,Rising,200.40,205.00,199.90,202.70
2024,3,2024-03-15,RSS-4,192.40,Kottayam,Kerala,Kottayam,8800,Rising,190.10,194.70,189.10,192.40
2024,4,2024-04-15,RSS-4,198.70,Kottayam,Kerala,Kottayam,7800,Rising,196.40,201.00,192.90,198.70
2024,5,2024-05-15,RSS-4,205.30,Kottayam,Kerala,Kottayam,7000,Rising,203.00,207.60,199.20,205.30
2024,6,2024-06-15,RSS-4,198.50,Kottayam,Kerala,Kottayam,6200,Falling,196.20,200.80,204.80,198.50
2024,7,2024-07-15,RSS-4,192.80,Kottayam,Kerala,Kottayam,5800,Falling,190.50,195.10,198.00,192.80
2024,8,2024-08-15,RSS-4,188.40,Kottayam,Kerala,Kottayam,6200,Falling,186.10,190.70,192.30,188.40
2024,9,2024-09-15,RSS-4,195.60,Kottayam,Kerala,Kottayam,7200,Rising,193.30,197.90,188.90,195.60
2024,10,2024-10-15,RSS-4,202.30,Kottayam,Kerala,Kottayam,8500,Rising,200.00,204.60,196.10,202.30
2024,11,2024-11-15,RSS-4,208.70,Kottayam,Kerala,Kottayam,9800,Rising,206.40,211.00,202.80,208.70
2024,12,2024-12-15,RSS-4,215.40,Kottayam,Kerala,Kottayam,11000,Rising,213.10,217.70,209.20,215.40
2024,12,2024-12-15,RSS-3,223.50,Kottayam,Kerala,Kottayam,2800,Rising,221.20,225.80,217.30,223.50
2024,12,2024-12-15,RSS-5,208.60,Kottayam,Kerala,Kottayam,1500,Rising,206.40,210.80,202.40,208.60
2024,12,2024-12-15,ISNR-20,205.40,Kottayam,Kerala,Kottayam,1800,Rising,203.20,207.60,199.20,205.40
2024,12,2024-12-15,Latex,229.50,Kottayam,Kerala,Kottayam,3400,Rising,227.20,231.80,223.30,229.50
2024,12,2024-12-15,RSS-4,213.90,Changanacherry,Kerala,Kottayam,3600,Rising,211.60,216.20,207.70,213.90
2024,12,2024-12-15,RSS-4,213.50,Palai,Kerala,Idukki,3200,Rising,211.20,215.80,207.30,213.50
2024,12,2024-12-15,RSS-4,214.10,Thodupuzha,Kerala,Idukki,3000,Rising,211.80,216.40,207.90,214.10
2024,12,2024-12-15,RSS-4,215.90,Kochi,Kerala,Ernakulam,5200,Rising,213.60,218.20,209.70,215.90
2024,12,2024-12-15,RSS-4,213.10,Thrissur,Kerala,Thrissur,2700,Rising,210.80,215.40,206.90,213.10
2024,12,2024-12-15,RSS-4,212.40,Kozhikode,Kerala,Kozhikode,2200,Rising,210.10,214.70,206.20,212.40
2025,1,2025-01-15,RSS-4,218.60,Kottayam,Kerala,Kottayam,10800,Rising,216.30,220.90,215.90,218.60
2025,1,2025-01-15,RSS-3,226.70,Kottayam,Kerala,Kottayam,2800,Rising,224.40,229.00,224.00,226.70
2025,1,2025-01-15,RSS-5,211.80,Kottayam,Kerala,Kottayam,1500,Rising,209.60,214.00,209.10,211.80
2025,1,2025-01-15,ISNR-20,208.60,Kottayam,Kerala,Kottayam,1800,Rising,206.40,210.80,205.90,208.60
2025,1,2025-01-15,Latex,232.70,Kottayam,Kerala,Kottayam,3400,Rising,230.40,235.00,230.00,232.70
2025,1,2025-01-15,RSS-4,217.10,Changanacherry,Kerala,Kottayam,3600,Rising,214.80,219.40,214.40,217.10
2025,1,2025-01-15,RSS-4,216.70,Palai,Kerala,Idukki,3200,Rising,214.40,219.00,214.00,216.70
2025,1,2025-01-15,RSS-4,217.30,Thodupuzha,Kerala,Idukki,3000,Rising,215.00,219.60,214.60,217.30
2025,1,2025-01-15,RSS-4,219.10,Kochi,Kerala,Ernakulam,5200,Rising,216.80,221.40,216.40,219.10
2025,1,2025-01-15,RSS-4,216.30,Thrissur,Kerala,Thrissur,2700,Rising,214.00,218.60,213.60,216.30
2025,1,2025-01-15,RSS-4,215.60,Kozhikode,Kerala,Kozhikode,2200,Rising,213.30,217.90,212.90,215.60
